"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"1001","SNORA80","small nucleolar RNA, H/ACA box 80 [Source:HGNC Symbol;Acc:32666]",-0.879350383,0.454324266,"cortical organoid","Urresti et al. 2021","ENSG00000200792","No"
"1002","ARPC5L","actin related protein 2/3 complex, subunit 5-like [Source:HGNC Symbol;Acc:23366]",0.32734856,0.118465381,"cortical organoid","Urresti et al. 2021","ENSG00000136950","No"
"1003","ZNRD1-AS1","ZNRD1 antisense RNA 1 [Source:HGNC Symbol;Acc:13924]",-0.819779349,0.142716342,"cortical organoid","Urresti et al. 2021","ENSG00000204623","No"
"1004","UTP6","UTP6, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:18279]",0.272513361,0.173830364,"cortical organoid","Urresti et al. 2021","ENSG00000108651","No"
"1005","TERF1","telomeric repeat binding factor (NIMA-interacting) 1 [Source:HGNC Symbol;Acc:11728]",0.119622101,0.435826403,"cortical organoid","Urresti et al. 2021","ENSG00000147601","No"
"1006","CCDC136","coiled-coil domain containing 136 [Source:HGNC Symbol;Acc:22225]",-0.432463161,0.262579336,"cortical organoid","Urresti et al. 2021","ENSG00000128596","No"
"1007","MGST2","microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:7063]",-0.207142283,0.557891533,"cortical organoid","Urresti et al. 2021","ENSG00000085871","No"
"1008","MTHFS","5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) [Source:HGNC Symbol;Acc:7437]",-0.761767933,0.12020594,"cortical organoid","Urresti et al. 2021","ENSG00000136371","No"
"1009","MRI1","methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:28469]",0.737228989,0.352294889,"cortical organoid","Urresti et al. 2021","ENSG00000037757","No"
"1010","PNMAL2","paraneoplastic Ma antigen family-like 2 [Source:HGNC Symbol;Acc:29206]",-0.626190986,0.12020594,"cortical organoid","Urresti et al. 2021","ENSG00000204851","No"
"1011","UBAP2","ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:14185]",-0.068207787,0.78379063,"cortical organoid","Urresti et al. 2021","ENSG00000137073","No"
"1012","MPP5","membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) [Source:HGNC Symbol;Acc:18669]",-0.201188363,0.347684544,"cortical organoid","Urresti et al. 2021","ENSG00000072415","No"
"1013","SULT1A3","sulfotransferase family, cytosolic, 1A, phenol-preferring, member 3 [Source:HGNC Symbol;Acc:11455]",0.483309726,0.606883222,"cortical organoid","Urresti et al. 2021","ENSG00000261052","No"
"1014","PRSS23","protease, serine, 23 [Source:HGNC Symbol;Acc:14370]",0.166535233,0.796165771,"cortical organoid","Urresti et al. 2021","ENSG00000150687","No"
"1015","ZNF718","zinc finger protein 718 [Source:HGNC Symbol;Acc:26889]",0.263659665,0.427104067,"cortical organoid","Urresti et al. 2021","ENSG00000250312","No"
"1016","NIFK","nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:17838]",0.182765464,0.340923967,"cortical organoid","Urresti et al. 2021","ENSG00000155438","No"
"1017","NPTXR","neuronal pentraxin receptor [Source:HGNC Symbol;Acc:7954]",0.595410219,0.301458259,"cortical organoid","Urresti et al. 2021","ENSG00000221890","No"
"1018","LINC00657","long intergenic non-protein coding RNA 657 [Source:HGNC Symbol;Acc:44311]",-0.158583531,0.452794912,"cortical organoid","Urresti et al. 2021","ENSG00000260032","No"
"1019","CDKN1A","cyclin-dependent kinase inhibitor 1A (p21, Cip1) [Source:HGNC Symbol;Acc:1784]",0.345148388,0.459505342,"cortical organoid","Urresti et al. 2021","ENSG00000124762","No"
"1020","BTBD6","BTB (POZ) domain containing 6 [Source:HGNC Symbol;Acc:19897]",0.202469366,0.69345979,"cortical organoid","Urresti et al. 2021","ENSG00000184887","No"
"1021","TADA1","transcriptional adaptor 1 [Source:HGNC Symbol;Acc:30631]",-0.186612491,0.277932538,"cortical organoid","Urresti et al. 2021","ENSG00000152382","No"
"1022","CBX1","chromobox homolog 1 [Source:HGNC Symbol;Acc:1551]",-0.16803373,0.398196139,"cortical organoid","Urresti et al. 2021","ENSG00000108468","No"
"1023","HSPA4","heat shock 70kDa protein 4 [Source:HGNC Symbol;Acc:5237]",0.134653393,0.427104067,"cortical organoid","Urresti et al. 2021","ENSG00000170606","No"
"1024","UTP20","UTP20, small subunit (SSU) processome component, homolog (yeast) [Source:HGNC Symbol;Acc:17897]",0.216451509,0.457779714,"cortical organoid","Urresti et al. 2021","ENSG00000120800","No"
"1025","C15orf59","chromosome 15 open reading frame 59 [Source:HGNC Symbol;Acc:33753]",0.371820076,0.467714876,"cortical organoid","Urresti et al. 2021","ENSG00000205363","No"
"1026","PBX3","pre-B-cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:8634]",-0.727720638,0.054421133,"cortical organoid","Urresti et al. 2021","ENSG00000167081","No"
"1027","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 [Source:HGNC Symbol;Acc:10869]",-0.541383858,0.250230012,"cortical organoid","Urresti et al. 2021","ENSG00000111728","No"
"1028","SNCG","synuclein, gamma (breast cancer-specific protein 1) [Source:HGNC Symbol;Acc:11141]",-1.622971235,0.219051453,"cortical organoid","Urresti et al. 2021","ENSG00000173267","No"
"1029","RPL6","ribosomal protein L6 [Source:HGNC Symbol;Acc:10362]",-0.350678393,0.055102646,"cortical organoid","Urresti et al. 2021","ENSG00000089009","No"
"1030","RWDD3","RWD domain containing 3 [Source:HGNC Symbol;Acc:21393]",-0.394011311,0.105150328,"cortical organoid","Urresti et al. 2021","ENSG00000122481","No"
"1031","MBLAC2","metallo-beta-lactamase domain containing 2 [Source:HGNC Symbol;Acc:33711]",-0.167361857,0.628087464,"cortical organoid","Urresti et al. 2021","ENSG00000176055","No"
"1032","CRYZ","crystallin, zeta (quinone reductase) [Source:HGNC Symbol;Acc:2419]",-2.321610977,0.484541671,"cortical organoid","Urresti et al. 2021","ENSG00000116791","No"
"1033","ZFHX4-AS1","ZFHX4 antisense RNA 1 [Source:HGNC Symbol;Acc:44165]",-0.605819224,0.434255332,"cortical organoid","Urresti et al. 2021","ENSG00000253661","No"
"1034","WDR73","WD repeat domain 73 [Source:HGNC Symbol;Acc:25928]",0.201381806,0.340994677,"cortical organoid","Urresti et al. 2021","ENSG00000177082","No"
"1035","TRAF3","TNF receptor-associated factor 3 [Source:HGNC Symbol;Acc:12033]",0.277156997,0.214311552,"cortical organoid","Urresti et al. 2021","ENSG00000131323","No"
"1036","CPAMD8","C3 and PZP-like, alpha-2-macroglobulin domain containing 8 [Source:HGNC Symbol;Acc:23228]",-0.900239357,0.427104067,"cortical organoid","Urresti et al. 2021","ENSG00000160111","No"
"1037","FBXO10","F-box protein 10 [Source:HGNC Symbol;Acc:13589]",0.268952266,0.274803587,"cortical organoid","Urresti et al. 2021","ENSG00000147912","No"
"1038","CXXC4","CXXC finger protein 4 [Source:HGNC Symbol;Acc:24593]",-0.577687155,0.221084057,"cortical organoid","Urresti et al. 2021","ENSG00000168772","No"
"1039","ATRIP","ATR interacting protein [Source:HGNC Symbol;Acc:33499]",0.289549131,0.361405127,"cortical organoid","Urresti et al. 2021","ENSG00000164053","No"
"1040","SEPT5","septin 5 [Source:HGNC Symbol;Acc:9164]",0.331860284,0.349117324,"cortical organoid","Urresti et al. 2021","ENSG00000184702","No"
"1041","RP11-383J24.6","",-0.455644909,0.371261399,"cortical organoid","Urresti et al. 2021","ENSG00000271975","No"
"1042","NEK1","NIMA-related kinase 1 [Source:HGNC Symbol;Acc:7744]",-0.199354052,0.255642833,"cortical organoid","Urresti et al. 2021","ENSG00000137601","No"
"1043","GTPBP4","GTP binding protein 4 [Source:HGNC Symbol;Acc:21535]",0.324957616,0.117795638,"cortical organoid","Urresti et al. 2021","ENSG00000107937","No"
"1044","STARD10","StAR-related lipid transfer (START) domain containing 10 [Source:HGNC Symbol;Acc:10666]",0.331604024,0.306235736,"cortical organoid","Urresti et al. 2021","ENSG00000214530","No"
"1045","PLEKHB1","pleckstrin homology domain containing, family B (evectins) member 1 [Source:HGNC Symbol;Acc:19079]",-0.486058857,0.541706771,"cortical organoid","Urresti et al. 2021","ENSG00000021300","No"
"1046","KHK","ketohexokinase (fructokinase) [Source:HGNC Symbol;Acc:6315]",0.266554626,0.617452067,"cortical organoid","Urresti et al. 2021","ENSG00000138030","No"
"1047","TMCC3","transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:29199]",-0.753915185,0.366958352,"cortical organoid","Urresti et al. 2021","ENSG00000057704","No"
"1048","DNAJC3-AS1","DNAJC3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:39808]",-0.546786017,0.269263602,"cortical organoid","Urresti et al. 2021","ENSG00000247400","No"
"1049","GSTK1","glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:16906]",0.059640702,0.873395772,"cortical organoid","Urresti et al. 2021","ENSG00000197448","No"
"1050","AC004453.8","",-0.672764068,0.174668089,"cortical organoid","Urresti et al. 2021","ENSG00000146677","No"
"1051","FAM102B","family with sequence similarity 102, member B [Source:HGNC Symbol;Acc:27637]",-0.332994343,0.178121945,"cortical organoid","Urresti et al. 2021","ENSG00000162636","No"
"1052","SGCE","sarcoglycan, epsilon [Source:HGNC Symbol;Acc:10808]",-0.142978257,0.608539725,"cortical organoid","Urresti et al. 2021","ENSG00000127990","No"
"1053","TEKT2","tektin 2 (testicular) [Source:HGNC Symbol;Acc:11725]",0.356613013,0.417450441,"cortical organoid","Urresti et al. 2021","ENSG00000092850","No"
"1054","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:30042]",-0.051966033,0.918523734,"cortical organoid","Urresti et al. 2021","ENSG00000107902","No"
"1055","BCDIN3D","BCDIN3 domain containing [Source:HGNC Symbol;Acc:27050]",0.272688302,0.406807525,"cortical organoid","Urresti et al. 2021","ENSG00000186666","No"
"1056","PYCR1","pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:9721]",0.26068415,0.420090763,"cortical organoid","Urresti et al. 2021","ENSG00000183010","No"
"1057","RTN4IP1","reticulon 4 interacting protein 1 [Source:HGNC Symbol;Acc:18647]",0.29230328,0.355492559,"cortical organoid","Urresti et al. 2021","ENSG00000130347","No"
"1058","AP1G2","adaptor-related protein complex 1, gamma 2 subunit [Source:HGNC Symbol;Acc:556]",0.46222125,0.531126249,"cortical organoid","Urresti et al. 2021","ENSG00000213983","No"
"1059","EMID1","EMI domain containing 1 [Source:HGNC Symbol;Acc:18036]",-0.382124993,0.570134269,"cortical organoid","Urresti et al. 2021","ENSG00000186998","No"
"1060","UBE2A","ubiquitin-conjugating enzyme E2A [Source:HGNC Symbol;Acc:12472]",0.224307926,0.313986974,"cortical organoid","Urresti et al. 2021","ENSG00000077721","No"
"1061","NTN1","netrin 1 [Source:HGNC Symbol;Acc:8029]",1.828744546,0.324880079,"cortical organoid","Urresti et al. 2021","ENSG00000065320","No"
"1062","FOLR1","folate receptor 1 (adult) [Source:HGNC Symbol;Acc:3791]",-0.596000304,0.542257605,"cortical organoid","Urresti et al. 2021","ENSG00000110195","No"
"1063","TTC30B","tetratricopeptide repeat domain 30B [Source:HGNC Symbol;Acc:26425]",0.354368914,0.164580523,"cortical organoid","Urresti et al. 2021","ENSG00000196659","No"
"1064","C16orf45","chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:19213]",-0.360849755,0.188600176,"cortical organoid","Urresti et al. 2021","ENSG00000166780","No"
"1065","CACYBP","calcyclin binding protein [Source:HGNC Symbol;Acc:30423]",0.1832481,0.458082024,"cortical organoid","Urresti et al. 2021","ENSG00000116161","No"
"1066","CTD-3199J23.4","",-0.897806646,0.166347353,"cortical organoid","Urresti et al. 2021","ENSG00000267267","No"
"1067","AFAP1L2","actin filament associated protein 1-like 2 [Source:HGNC Symbol;Acc:25901]",-0.367779636,0.568701124,"cortical organoid","Urresti et al. 2021","ENSG00000169129","No"
"1068","CLDN19","claudin 19 [Source:HGNC Symbol;Acc:2040]",-0.460188293,0.653607794,"cortical organoid","Urresti et al. 2021","ENSG00000164007","No"
"1069","UGCG","UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:12524]",-0.338689387,0.288601244,"cortical organoid","Urresti et al. 2021","ENSG00000148154","No"
"1070","COL26A1","collagen, type XXVI, alpha 1 [Source:HGNC Symbol;Acc:18038]",-0.315196531,0.608284947,"cortical organoid","Urresti et al. 2021","ENSG00000160963","No"
"1071","FBXO42","F-box protein 42 [Source:HGNC Symbol;Acc:29249]",0.164455586,0.291650405,"cortical organoid","Urresti et al. 2021","ENSG00000037637","No"
"1072","KIF26A","kinesin family member 26A [Source:HGNC Symbol;Acc:20226]",0.975484198,0.086917997,"cortical organoid","Urresti et al. 2021","ENSG00000066735","No"
"1073","MBD1","methyl-CpG binding domain protein 1 [Source:HGNC Symbol;Acc:6916]",0.085895639,0.654478935,"cortical organoid","Urresti et al. 2021","ENSG00000141644","No"
"1074","SPEF1","sperm flagellar 1 [Source:HGNC Symbol;Acc:15874]",0.339954282,0.608807898,"cortical organoid","Urresti et al. 2021","ENSG00000101222","No"
"1075","BEX2","brain expressed X-linked 2 [Source:HGNC Symbol;Acc:30933]",-0.09046296,0.78379063,"cortical organoid","Urresti et al. 2021","ENSG00000133134","No"
"1076","COL5A1","collagen, type V, alpha 1 [Source:HGNC Symbol;Acc:2209]",-0.16332875,0.843457836,"cortical organoid","Urresti et al. 2021","ENSG00000130635","No"
"1077","ZNF528","zinc finger protein 528 [Source:HGNC Symbol;Acc:29384]",0.68436105,0.556749257,"cortical organoid","Urresti et al. 2021","ENSG00000167555","No"
"1078","TOP3B","topoisomerase (DNA) III beta [Source:HGNC Symbol;Acc:11993]",0.094631961,0.82077575,"cortical organoid","Urresti et al. 2021","ENSG00000100038","No"
"1079","RHOU","ras homolog family member U [Source:HGNC Symbol;Acc:17794]",0.446853669,0.28189575,"cortical organoid","Urresti et al. 2021","ENSG00000116574","No"
"1080","SLC33A1","solute carrier family 33 (acetyl-CoA transporter), member 1 [Source:HGNC Symbol;Acc:95]",0.081389187,0.811268372,"cortical organoid","Urresti et al. 2021","ENSG00000169359","No"
"1081","LL22NC03-80A10.6","",0.363499993,0.147330511,"cortical organoid","Urresti et al. 2021","ENSG00000272779","No"
"1082","TRA2B","transformer 2 beta homolog (Drosophila) [Source:HGNC Symbol;Acc:10781]",0.164619965,0.170362704,"cortical organoid","Urresti et al. 2021","ENSG00000136527","No"
"1083","MAPK9","mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:6886]",-0.116750648,0.406807525,"cortical organoid","Urresti et al. 2021","ENSG00000050748","No"
"1084","AUH","AU RNA binding protein/enoyl-CoA hydratase [Source:HGNC Symbol;Acc:890]",-0.134560117,0.648993662,"cortical organoid","Urresti et al. 2021","ENSG00000148090","No"
"1085","UQCRH","ubiquinol-cytochrome c reductase hinge protein [Source:HGNC Symbol;Acc:12590]",-0.241223163,0.266247506,"cortical organoid","Urresti et al. 2021","ENSG00000173660","No"
"1086","C6orf57","chromosome 6 open reading frame 57 [Source:HGNC Symbol;Acc:20957]",-0.192633649,0.493988171,"cortical organoid","Urresti et al. 2021","ENSG00000154079","No"
"1087","STON2","stonin 2 [Source:HGNC Symbol;Acc:30652]",0.233471317,0.61935408,"cortical organoid","Urresti et al. 2021","ENSG00000140022","No"
"1088","FBLN5","fibulin 5 [Source:HGNC Symbol;Acc:3602]",-0.671391632,0.533130219,"cortical organoid","Urresti et al. 2021","ENSG00000140092","No"
"1089","DENND5A","DENN/MADD domain containing 5A [Source:HGNC Symbol;Acc:19344]",-0.248414337,0.127940916,"cortical organoid","Urresti et al. 2021","ENSG00000184014","No"
"1090","RPA2","replication protein A2, 32kDa [Source:HGNC Symbol;Acc:10290]",-0.102333537,0.725288314,"cortical organoid","Urresti et al. 2021","ENSG00000117748","No"
"1091","PEX6","peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:8859]",0.135846348,0.814234563,"cortical organoid","Urresti et al. 2021","ENSG00000124587","No"
"1092","HABP4","hyaluronan binding protein 4 [Source:HGNC Symbol;Acc:17062]",-0.241886738,0.486518607,"cortical organoid","Urresti et al. 2021","ENSG00000130956","No"
"1093","TMEM51","transmembrane protein 51 [Source:HGNC Symbol;Acc:25488]",0.293129213,0.539185288,"cortical organoid","Urresti et al. 2021","ENSG00000171729","No"
"1094","ZSCAN29","zinc finger and SCAN domain containing 29 [Source:HGNC Symbol;Acc:26673]",0.074867428,0.713321105,"cortical organoid","Urresti et al. 2021","ENSG00000140265","No"
"1095","ACAP3","ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:16754]",0.215785122,0.434127715,"cortical organoid","Urresti et al. 2021","ENSG00000131584","No"
"1096","NUDT1","nudix (nucleoside diphosphate linked moiety X)-type motif 1 [Source:HGNC Symbol;Acc:8048]",0.490328981,0.270653681,"cortical organoid","Urresti et al. 2021","ENSG00000106268","No"
"1097","TNFRSF19","tumor necrosis factor receptor superfamily, member 19 [Source:HGNC Symbol;Acc:11915]",-0.319947581,0.66311525,"cortical organoid","Urresti et al. 2021","ENSG00000127863","No"
"1098","GHR","growth hormone receptor [Source:HGNC Symbol;Acc:4263]",-0.302626044,0.419986,"cortical organoid","Urresti et al. 2021","ENSG00000112964","No"
"1099","DAXX","death-domain associated protein [Source:HGNC Symbol;Acc:2681]",0.165082869,0.406807525,"cortical organoid","Urresti et al. 2021","ENSG00000204209","No"
"1100","AC022431.1","",-0.894671117,0.169884587,"cortical organoid","Urresti et al. 2021","ENSG00000226221","No"
"1101","IER2","immediate early response 2 [Source:HGNC Symbol;Acc:28871]",0.265910953,0.345870808,"cortical organoid","Urresti et al. 2021","ENSG00000160888","No"
"1102","FAM19A4","family with sequence similarity 19 (chemokine (C-C motif)-like), member A4 [Source:HGNC Symbol;Acc:21591]",-0.999613203,0.404033689,"cortical organoid","Urresti et al. 2021","ENSG00000163377","No"
"1103","SCO2","SCO2 cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:10604]",0.294082931,0.541915131,"cortical organoid","Urresti et al. 2021","ENSG00000130489","No"
"1104","CDH20","cadherin 20, type 2 [Source:HGNC Symbol;Acc:1760]",0.412380107,0.542053977,"cortical organoid","Urresti et al. 2021","ENSG00000101542","No"
"1105","CAMK4","calcium/calmodulin-dependent protein kinase IV [Source:HGNC Symbol;Acc:1464]",0.570591563,0.215965941,"cortical organoid","Urresti et al. 2021","ENSG00000152495","No"
"1106","PLP1","proteolipid protein 1 [Source:HGNC Symbol;Acc:9086]",-1.09434122,0.050295253,"cortical organoid","Urresti et al. 2021","ENSG00000123560","No"
"1107","MTHFD2","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:7434]",0.274114626,0.548277596,"cortical organoid","Urresti et al. 2021","ENSG00000065911","No"
