"gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"LHX2","LIM homeobox 2 [Source:HGNC Symbol;Acc:6594]",-0.223730053,0.756052988,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000106689","No"
"DOCK9","dedicator of cytokinesis 9 [Source:HGNC Symbol;Acc:14132]",0.188186493,0.322183931,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000088387","No"
"CDH10","cadherin 10, type 2 (T2-cadherin) [Source:HGNC Symbol;Acc:1749]",-0.000810441,0.995980638,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000040731","No"
"CAMK2B","calcium/calmodulin-dependent protein kinase II beta [Source:HGNC Symbol;Acc:1461]",-0.236040077,0.045588045,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000058404","No"
"OVCA2","ovarian tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:24203]",-0.17333076,0.13632398,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000262664","No"
"RPL41","ribosomal protein L41 [Source:HGNC Symbol;Acc:10354]",-0.011232201,0.908432411,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000229117","No"
"EIF2B1","eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa [Source:HGNC Symbol;Acc:3257]",0.007621539,0.932210253,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000111361","No"
"SREBF1","sterol regulatory element binding transcription factor 1 [Source:HGNC Symbol;Acc:11289]",0.372492459,0.020657498,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000072310","No"
"SLC25A4","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 [Source:HGNC Symbol;Acc:10990]",-0.076633244,0.306443115,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000151729","No"
"IGFBP2","insulin-like growth factor binding protein 2, 36kDa [Source:HGNC Symbol;Acc:5471]",0.166743215,0.396111868,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000115457","No"
"AMY2B","amylase, alpha 2B (pancreatic) [Source:HGNC Symbol;Acc:478]",0.085503658,0.584180989,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000240038","No"
"GCNT2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) [Source:HGNC Symbol;Acc:4204]",0.094776467,0.363441581,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000111846","No"
"SDCBP","syndecan binding protein (syntenin) [Source:HGNC Symbol;Acc:10662]",-0.138078816,0.34383884,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000137575","No"
"RP11-234A1.1","",0.077847805,0.675221723,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000242299","No"
"MRPL52","mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:16655]",-0.106969736,0.226002708,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000172590","No"
"IRAK4","interleukin-1 receptor-associated kinase 4 [Source:HGNC Symbol;Acc:17967]",-0.189424833,0.290267115,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000198001","No"
"MYLIP","myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:21155]",0.330098687,0.116107555,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000007944","No"
"OLA1","Obg-like ATPase 1 [Source:HGNC Symbol;Acc:28833]",0.005761528,0.920163876,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000138430","No"
"GARNL3","GTPase activating Rap/RanGAP domain-like 3 [Source:HGNC Symbol;Acc:25425]",-0.034123525,0.751697556,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000136895","No"
"SLFN5","schlafen family member 5 [Source:HGNC Symbol;Acc:28286]",-0.470625829,0.030756897,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000166750","No"
"PYGL","phosphorylase, glycogen, liver [Source:HGNC Symbol;Acc:9725]",0.736759975,0.015452017,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100504","No"
"RND3","Rho family GTPase 3 [Source:HGNC Symbol;Acc:671]",-0.069369737,0.623180597,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000115963","No"
"TBC1D2B","TBC1 domain family, member 2B [Source:HGNC Symbol;Acc:29183]",0.129964888,0.237026987,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000167202","No"
"ZHX2","zinc fingers and homeoboxes 2 [Source:HGNC Symbol;Acc:18513]",0.081625392,0.474991458,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000178764","No"
"RPS3","ribosomal protein S3 [Source:HGNC Symbol;Acc:10420]",-0.066080314,0.501970495,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000149273","No"
"PDS5A","PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:29088]",-0.151214598,0.03421237,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000121892","No"
"SMYD3","SET and MYND domain containing 3 [Source:HGNC Symbol;Acc:15513]",0.01951996,0.853876683,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000185420","No"
"UBE2J2","ubiquitin-conjugating enzyme E2, J2 [Source:HGNC Symbol;Acc:19268]",0.032378008,0.723162406,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000160087","No"
"RPL13A","ribosomal protein L13a [Source:HGNC Symbol;Acc:10304]",-0.054489066,0.576041096,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000142541","No"
"STK32A","serine/threonine kinase 32A [Source:HGNC Symbol;Acc:28317]",0.098506635,0.647011257,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169302","No"
"AARS2","alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:21022]",-0.272078688,0.003136087,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000124608","No"
"MFGE8","milk fat globule-EGF factor 8 protein [Source:HGNC Symbol;Acc:7036]",-0.260661349,0.134493228,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000140545","No"
"MAK","male germ cell-associated kinase [Source:HGNC Symbol;Acc:6816]",0.34128222,0.307388369,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000111837","No"
"EFEMP2","EGF containing fibulin-like extracellular matrix protein 2 [Source:HGNC Symbol;Acc:3219]",-0.341796343,0.211345892,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000172638","No"
"ISG15","ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:4053]",-0.043887275,0.837183509,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000187608","No"
"OGDHL","oxoglutarate dehydrogenase-like [Source:HGNC Symbol;Acc:25590]",0.400357714,0.098807211,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000197444","No"
"SNN","stannin [Source:HGNC Symbol;Acc:11149]",0.129771335,0.254879642,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000184602","No"
"GP1BB","glycoprotein Ib (platelet), beta polypeptide [Source:HGNC Symbol;Acc:4440]",-0.486302033,0.044582547,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000203618","No"
"LGALS1","lectin, galactoside-binding, soluble, 1 [Source:HGNC Symbol;Acc:6561]",1.337714308,0.00052128,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100097","No"
"SLC35C1","solute carrier family 35 (GDP-fucose transporter), member C1 [Source:HGNC Symbol;Acc:20197]",-0.102157983,0.354551126,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000181830","No"
"VPS18","vacuolar protein sorting 18 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:15972]",-0.181322825,0.0579044,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000104142","No"
"CHD6","chromodomain helicase DNA binding protein 6 [Source:HGNC Symbol;Acc:19057]",0.037320321,0.55900006,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000124177","No"
"PPP1R14C","protein phosphatase 1, regulatory (inhibitor) subunit 14C [Source:HGNC Symbol;Acc:14952]",0.211977574,0.271357689,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000198729","No"
"ANKRD13A","ankyrin repeat domain 13A [Source:HGNC Symbol;Acc:21268]",-0.169330264,0.081719614,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000076513","No"
"WDR49","WD repeat domain 49 [Source:HGNC Symbol;Acc:26587]",-0.243668633,0.408615796,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000174776","No"
"ALG12","ALG12, alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:19358]",-0.267571631,0.009382391,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000182858","No"
"FAM57A","family with sequence similarity 57, member A [Source:HGNC Symbol;Acc:29646]",-0.035548307,0.756710392,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000167695","No"
"NR4A2","nuclear receptor subfamily 4, group A, member 2 [Source:HGNC Symbol;Acc:7981]",0.095225408,0.807831442,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000153234","No"
"FBLL1","fibrillarin-like 1 [Source:HGNC Symbol;Acc:35458]",-0.076690224,0.682449068,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000188573","No"
"FAM96B","family with sequence similarity 96, member B [Source:HGNC Symbol;Acc:24261]",-0.039270571,0.632988981,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000166595","No"
"PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase, type I, gamma [Source:HGNC Symbol;Acc:8996]",-0.18418223,0.087658827,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000186111","No"
"EIF2B2","eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa [Source:HGNC Symbol;Acc:3258]",-0.129264085,0.198853453,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000119718","No"
"HPCAL1","hippocalcin-like 1 [Source:HGNC Symbol;Acc:5145]",0.210347776,0.042829025,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000115756","No"
"KIAA0895L","KIAA0895-like [Source:HGNC Symbol;Acc:34408]",0.062961023,0.588217492,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000196123","No"
"RASA4","RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:23181]",0.400085365,0.054478787,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000105808","No"
"BUD31","BUD31 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29629]",-0.075104037,0.380204669,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000106245","No"
"VPS11","vacuolar protein sorting 11 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:14583]",-0.192098909,0.068547091,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000160695","No"
"TCP1","t-complex 1 [Source:HGNC Symbol;Acc:11655]",-0.068915919,0.235449305,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000120438","No"
"THAP7","THAP domain containing 7 [Source:HGNC Symbol;Acc:23190]",-0.10492962,0.23638771,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000184436","No"
"CMTR1","cap methyltransferase 1 [Source:HGNC Symbol;Acc:21077]",0.035559835,0.594183293,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000137200","No"
"COL9A1","collagen, type IX, alpha 1 [Source:HGNC Symbol;Acc:2217]",0.655359939,0.064719041,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000112280","No"
"SKIV2L","superkiller viralicidic activity 2-like (S. cerevisiae) [Source:HGNC Symbol;Acc:10898]",-0.174761577,0.040091489,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000204351","No"
"CENPT","centromere protein T [Source:HGNC Symbol;Acc:25787]",-0.149366435,0.098426007,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000102901","No"
"FEN1","flap structure-specific endonuclease 1 [Source:HGNC Symbol;Acc:3650]",-0.098893647,0.328780376,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168496","No"
"TNFRSF10B","tumor necrosis factor receptor superfamily, member 10b [Source:HGNC Symbol;Acc:11905]",-0.184984051,0.210775854,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000120889","No"
"EPHX2","epoxide hydrolase 2, cytoplasmic [Source:HGNC Symbol;Acc:3402]",0.377518741,0.066516045,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000120915","No"
"RP11-115C21.2","",0.077334129,0.496322796,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000246089","No"
"SCPEP1","serine carboxypeptidase 1 [Source:HGNC Symbol;Acc:29507]",0.018244907,0.871974164,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000121064","No"
"PCBD1","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha [Source:HGNC Symbol;Acc:8646]",0.051147244,0.709382967,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000166228","No"
"DDX49","DEAD (Asp-Glu-Ala-Asp) box polypeptide 49 [Source:HGNC Symbol;Acc:18684]",-0.166879368,0.068436804,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000105671","No"
"CC2D1A","coiled-coil and C2 domain containing 1A [Source:HGNC Symbol;Acc:30237]",-0.019141922,0.846415072,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000132024","No"
"LINC01088","long intergenic non-protein coding RNA 1088 [Source:HGNC Symbol;Acc:49148]",0.642950989,0.081158951,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000249307","No"
"ABC7-42389800N19.1","",0.198736242,0.281859783,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000226210","No"
"CENPC","centromere protein C [Source:HGNC Symbol;Acc:1854]",0.145110312,0.154155892,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000145241","No"
"C11orf74","chromosome 11 open reading frame 74 [Source:HGNC Symbol;Acc:25142]",0.259257095,0.199312842,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000166352","No"
"NPIPB4","nuclear pore complex interacting protein family, member B4 [Source:HGNC Symbol;Acc:41985]",-0.507753453,0.138116094,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000185864","No"
"SEMA3C","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:HGNC Symbol;Acc:10725]",0.262870468,0.286668808,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000075223","No"
"SCAMP5","secretory carrier membrane protein 5 [Source:HGNC Symbol;Acc:30386]",-0.194221547,0.043036621,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000198794","No"
"C1orf51","chromosome 1 open reading frame 51 [Source:HGNC Symbol;Acc:25200]",-0.192916671,0.336407162,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000159208","No"
"PTPRA","protein tyrosine phosphatase, receptor type, A [Source:HGNC Symbol;Acc:9664]",0.097307237,0.129419662,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000132670","No"
"TXNL4B","thioredoxin-like 4B [Source:HGNC Symbol;Acc:26041]",-0.149989682,0.190978108,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000140830","No"
"TSPO","translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]",-0.451461147,0.200306155,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100300","No"
"KLF16","Kruppel-like factor 16 [Source:HGNC Symbol;Acc:16857]",0.041178599,0.796932197,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000129911","No"
"TRMT2B","tRNA methyltransferase 2 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:25748]",0.012474106,0.937589851,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000188917","No"
"NME9","NME/NM23 family member 9 [Source:HGNC Symbol;Acc:21343]",-0.239027928,0.303312625,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000181322","No"
"TPST1","tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:12020]",0.092701226,0.299799652,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169902","No"
"DBF4B","DBF4 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:17883]",0.265296354,0.11698152,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000161692","No"
"EEF2","eukaryotic translation elongation factor 2 [Source:HGNC Symbol;Acc:3214]",-0.095506428,0.341876345,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000167658","No"
"KATNAL1","katanin p60 subunit A-like 1 [Source:HGNC Symbol;Acc:28361]",0.028171554,0.757562395,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000102781","No"
"MSX1","msh homeobox 1 [Source:HGNC Symbol;Acc:7391]",0.46216863,0.313254437,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000163132","No"
"SCARNA7","small Cajal body-specific RNA 7 [Source:HGNC Symbol;Acc:32563]",0.004852266,0.97329062,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000238741","No"
"MMAA","methylmalonic aciduria (cobalamin deficiency) cblA type [Source:HGNC Symbol;Acc:18871]",-0.349796327,0.022322651,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000151611","No"
"ARNT2","aryl-hydrocarbon receptor nuclear translocator 2 [Source:HGNC Symbol;Acc:16876]",-0.006272679,0.954779805,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000172379","No"
"DPAGT1","dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase) [Source:HGNC Symbol;Acc:2995]",-0.187081047,0.045577112,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000172269","No"
"CUL4A","cullin 4A [Source:HGNC Symbol;Acc:2554]",-0.026690318,0.704210851,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000139842","No"
"C15orf38-AP3S2","C15orf38-AP3S2 readthrough [Source:HGNC Symbol;Acc:38824]",-0.037022777,0.781696586,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000250021","No"
"PMEPA1","prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:14107]",0.033151433,0.822813421,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000124225","No"
"C10orf35","chromosome 10 open reading frame 35 [Source:HGNC Symbol;Acc:23519]",0.128266659,0.25214391,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000171224","No"
"G2E3","G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:20338]",0.093871425,0.392329904,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000092140","No"
"GGH","gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase) [Source:HGNC Symbol;Acc:4248]",0.161225067,0.150397133,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000137563","No"
"RNU2-59P","RNA, U2 small nuclear 59, pseudogene [Source:HGNC Symbol;Acc:48552]",0.617214936,0.137253785,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000222414","No"
"ALDH7A1","aldehyde dehydrogenase 7 family, member A1 [Source:HGNC Symbol;Acc:877]",0.179665257,0.269320243,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164904","No"
"DNAJB13","DnaJ (Hsp40) homolog, subfamily B, member 13 [Source:HGNC Symbol;Acc:30718]",-0.562175202,0.132669757,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000187726","No"
"FAM69C","family with sequence similarity 69, member C [Source:HGNC Symbol;Acc:31729]",0.396994632,0.535000518,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000187773","No"
"RP11-498P14.5","",0.100240268,0.836339767,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000203279","No"
"RAF1","v-raf-1 murine leukemia viral oncogene homolog 1 [Source:HGNC Symbol;Acc:9829]",-0.137634712,0.032431933,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000132155","No"
"CCNY","cyclin Y [Source:HGNC Symbol;Acc:23354]",-0.01688471,0.769669052,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000108100","No"
